,customer_id,name,age,gender,income_level,family_size,distance_to_shop(km),lifestyle,food_preferences,interest,martial_status,vehicle,email,phone
319,320,Kelsey Cole,24,female,low,2,2.16,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,dward@example.net,001-777-656-8687x98512
320,321,Kaitlin Hancock,20,male,medium,7,0.19,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,oconnellanna@example.com,548-908-0908
321,322,Amber Garrison,17,male,medium,4,3.71,active,non-vegetarian,celebratory_cakes,married,has_vehicle,alexandra05@example.com,423.706.0419x248
322,323,Caroline Moore,23,male,medium,3,0.2,active,vegetarian,gourmet_and_baking_enthusiast,married,has_vehicle,iwright@example.org,001-886-860-4671x71631
323,324,Dr. Gary Fisher DDS,36,male,medium,2,0.58,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,egreen@example.net,615-936-9299x1418
324,325,Elizabeth Barry,59,male,high,4,1.33,active,vegetarian,foodies,married,has_vehicle,kathleen76@example.net,001-464-281-2968
325,326,Jesse Rowe,16,female,medium,6,1.04,sedentary,gluten-free,celebratory_cakes,married,has_vehicle,williamsheather@example.com,477.478.0586x5025
326,327,Amber Fletcher,28,male,high,4,0.32,sedentary,vegan,gourmet_and_baking_enthusiast,unmarried,has_vehicle,adamskari@example.com,+1-992-970-4107x94308
327,328,Angel Contreras,55,female,low,5,0.34,active,vegetarian,foodies,married,has_vehicle,paul73@example.com,001-994-684-2259x57807
328,329,Shawn Moore,27,female,medium,2,10.4,active,vegan,socializing,unmarried,has_vehicle,ortizmatthew@example.org,521-931-9445x942
329,330,Mark Marquez,28,male,low,3,2.41,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,sstokes@example.org,(911)797-5091
330,331,Grant Perry,37,female,medium,5,2.47,sedentary,non-vegetarian,foodies,unmarried,has_vehicle,arieltaylor@example.net,(560)284-1587x02006
331,332,Caroline Carter,25,female,medium,7,3.81,active,vegetarian,celebratory_cakes,married,has_vehicle,melissaknight@example.org,876.296.0223x81299
332,333,Anita White,24,female,high,2,2.61,active,vegetarian,foodies,unmarried,does_not_have_vehicle,nicholasbryant@example.com,223.722.6736
333,334,Sophia Parks,30,female,medium,6,0.08,active,vegetarian,foodies,married,has_vehicle,ydawson@example.org,001-203-850-9313x487
334,335,Trevor Morrow,12,female,medium,1,1.0,active,gluten-free,socializing,married,has_vehicle,rdecker@example.org,752-769-1106x824
335,336,Teresa Lee,46,female,medium,7,3.88,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,sylviaellison@example.com,+1-482-224-8256x146
336,337,Kathryn Hill,35,female,medium,5,0.27,active,non-vegetarian,gourmet_and_baking_enthusiast,married,does_not_have_vehicle,matthewhenry@example.net,641-354-8591
337,338,Kevin Hunter,39,female,medium,8,0.9,health_conscious,gluten-free,gourmet_and_baking_enthusiast,unmarried,has_vehicle,smithamanda@example.com,646-735-7359x4739
338,339,Kellie Wong,13,male,high,2,0.23,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,kennethsanchez@example.org,(935)740-0133x0300
339,340,Jason Bryant,28,female,medium,6,0.22,active,vegetarian,foodies,married,has_vehicle,heathermoore@example.com,307.268.9312
340,341,Jamie Hall,23,female,medium,4,4.72,active,vegan,foodies,married,does_not_have_vehicle,christopherdecker@example.com,(569)315-5943x7913
341,342,Sarah Young,29,male,high,6,1.82,sedentary,vegetarian,socializing,married,does_not_have_vehicle,nicholas33@example.org,001-653-667-1872x97189
342,343,James Thornton,40,female,medium,4,2.23,health_conscious,vegetarian,celebratory_cakes,married,does_not_have_vehicle,wwelch@example.org,471.987.8160
343,344,Christopher Mitchell Jr.,17,female,medium,2,2.7,active,vegetarian,socializing,married,has_vehicle,sarahterry@example.com,875-948-7879x1218
344,345,Mary Turner,27,male,low,4,3.26,active,vegan,celebratory_cakes,married,has_vehicle,cannonmaxwell@example.net,414-811-1786x1572
345,346,Steven Blake,36,female,medium,3,0.32,active,vegan,foodies,unmarried,has_vehicle,newtonkelly@example.org,(330)969-7186x098
346,347,Matthew Choi,15,female,medium,4,5.73,active,vegetarian,foodies,unmarried,has_vehicle,matthewperry@example.com,360.362.0345x7832
347,348,Jason Pena,25,female,medium,6,1.06,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,lauriecallahan@example.com,571.506.6017x45572
348,349,Patricia Guerrero,30,male,low,4,0.55,active,vegan,foodies,unmarried,has_vehicle,abigail78@example.org,9735304420
349,350,Alan Miller,36,other,high,2,6.56,sedentary,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,lauriemorrison@example.com,(734)517-8222
350,351,Lori Mitchell,23,male,medium,4,3.37,active,non-vegetarian,foodies,married,has_vehicle,allendonna@example.org,994.375.5736x041
351,352,Derek Donovan,23,female,low,3,0.74,active,vegan,socializing,unmarried,has_vehicle,trujillojeff@example.org,(723)535-8096
352,353,Edward Spence,41,female,medium,5,4.03,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,jason35@example.org,260.917.7124x80259
353,354,Michael White,38,female,high,4,9.9,active,vegetarian,foodies,married,has_vehicle,ksantos@example.org,001-431-567-8016x9102
354,355,Sabrina Young,14,male,high,0,4.41,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,megankent@example.net,946-404-7748x001
355,356,Gloria Gray,30,male,medium,4,0.2,active,vegetarian,foodies,married,has_vehicle,banksjoshua@example.net,+1-634-216-2327x1073
356,357,Kimberly Mcbride,21,male,low,2,1.13,health_conscious,vegan,foodies,unmarried,does_not_have_vehicle,bhaas@example.com,2757289558
357,358,Tara Davis PhD,17,female,medium,3,3.03,active,vegan,celebratory_cakes,married,does_not_have_vehicle,steven06@example.org,+1-632-573-9706x5989
358,359,Michael Oconnor,26,male,low,3,2.19,active,vegan,foodies,unmarried,has_vehicle,ywarren@example.com,001-594-682-8258x5058
359,360,Michael Wu,25,male,medium,5,0.41,active,vegetarian,foodies,married,has_vehicle,chasebrenda@example.com,001-774-344-3450
360,361,Monica Thompson,44,female,medium,1,0.91,health_conscious,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,amy00@example.net,(725)278-3146x49337
361,362,Shannon Nelson,13,female,medium,3,5.44,sedentary,non-vegetarian,socializing,married,has_vehicle,antonioramirez@example.com,960.494.2030x173
362,363,Arthur Nash,17,female,low,3,3.21,sedentary,vegetarian,health_and_nutrition,married,does_not_have_vehicle,chavezrachel@example.com,001-833-678-0700x96431
363,364,Gabrielle Vasquez,13,female,medium,4,1.75,active,vegetarian,socializing,unmarried,has_vehicle,katiethompson@example.org,(250)629-1638x258
364,365,Jessica Huff,27,male,medium,7,1.69,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,bho@example.net,290-426-6459x718
365,366,Julie Manning,26,male,high,7,0.19,active,vegetarian,socializing,married,has_vehicle,aaronmarks@example.com,+1-239-729-7385x04067
366,367,Laura Caldwell,10,female,medium,5,1.26,sedentary,gluten-free,celebratory_cakes,unmarried,has_vehicle,derrickgarcia@example.com,305.212.3938x42399
367,368,Michael Miranda,20,female,medium,4,4.98,active,non-vegetarian,socializing,unmarried,has_vehicle,zyoung@example.net,501-417-6655x64299
368,369,Regina Mitchell,17,female,medium,4,1.09,active,non-vegetarian,celebratory_cakes,married,has_vehicle,lterry@example.com,(786)631-0277x331
369,370,Derek Chandler,25,male,medium,1,3.42,sedentary,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,robertshah@example.net,(588)462-8471x7372
370,371,Donna Hernandez DDS,17,male,medium,4,0.92,active,vegetarian,celebratory_cakes,married,does_not_have_vehicle,patrickrodriguez@example.org,001-529-700-3345x825
371,372,Brenda Rogers,24,female,low,4,2.04,sedentary,vegetarian,health_and_nutrition,unmarried,does_not_have_vehicle,kristincontreras@example.org,(269)508-1078x4452
372,373,Joshua Ray,39,female,medium,4,2.43,active,vegan,celebratory_cakes,married,has_vehicle,porterelizabeth@example.net,(233)509-5308x9842
373,374,Judith Smith,19,male,low,4,3.16,active,non-vegetarian,foodies,unmarried,has_vehicle,jacobjones@example.com,8449362506
374,375,Amy Figueroa,15,male,medium,4,0.14,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,rachellee@example.org,001-350-765-6004x46237
375,376,Daniel Schneider,13,male,low,3,3.42,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,kevin80@example.net,765-770-3805x65211
376,377,Dan Brown,25,male,low,4,3.9,active,vegetarian,health_and_nutrition,unmarried,has_vehicle,richard14@example.net,(222)673-9462x945
377,378,Joshua Peterson,15,male,medium,4,1.1,sedentary,vegan,celebratory_cakes,unmarried,has_vehicle,kaitlyn49@example.net,308-736-6103
378,379,Bobby Hughes,15,male,medium,3,0.74,sedentary,gluten-free,celebratory_cakes,unmarried,does_not_have_vehicle,lisa24@example.com,6665700635
379,380,Rebecca Cole,17,female,low,3,6.12,sedentary,non-vegetarian,foodies,unmarried,has_vehicle,robin53@example.net,383-549-2249
380,381,Chelsea Smith,30,female,medium,1,1.25,active,vegetarian,socializing,unmarried,has_vehicle,qtaylor@example.com,+1-390-806-1035x4825
381,382,Robert Cortez,25,female,low,3,0.07,active,vegan,socializing,married,does_not_have_vehicle,jamesbrandon@example.org,001-245-632-8851x68338
382,383,Christopher Thomas,37,female,high,2,0.65,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,patrick46@example.org,+1-614-875-7184x80977
383,384,Derek Wilson,33,other,high,5,3.34,active,vegan,celebratory_cakes,unmarried,does_not_have_vehicle,carrie07@example.net,788-962-2018x0939
384,385,Susan Green,35,female,medium,4,2.82,active,non-vegetarian,health_and_nutrition,unmarried,has_vehicle,dtaylor@example.net,+1-917-637-5426
385,386,Randall Gilbert,19,female,medium,9,0.35,active,vegetarian,socializing,unmarried,has_vehicle,melaniecoleman@example.org,503-398-4122x51376
386,387,Joshua Carter,15,male,high,2,4.89,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,jacosta@example.com,481-948-7062x3721
387,388,Gina Matthews,35,male,low,2,3.66,health_conscious,non-vegetarian,foodies,unmarried,has_vehicle,anna28@example.org,483-645-1210x8348
388,389,Dr. Susan Reilly DVM,33,female,low,6,0.71,active,vegan,celebratory_cakes,unmarried,has_vehicle,joshuafuentes@example.com,848-970-2664x2114
389,390,Judith House,15,female,low,2,0.04,active,vegan,foodies,unmarried,has_vehicle,whall@example.net,290-436-0908x764
390,391,David Smith,31,male,medium,4,1.19,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,kenneth31@example.com,301.880.9762x4929
391,392,Sarah Hart,23,female,low,3,0.66,active,vegetarian,socializing,unmarried,has_vehicle,eric21@example.com,001-712-629-0229x001
392,393,Paul Bryant,24,female,medium,6,1.51,health_conscious,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,vrodriguez@example.net,410.228.9209x84166
393,394,Beth Green,18,male,medium,9,2.1,sedentary,non-vegetarian,foodies,unmarried,has_vehicle,jefferyramos@example.com,686.672.3425
394,395,Jeffrey Bray,36,female,high,3,0.45,health_conscious,vegan,celebratory_cakes,married,has_vehicle,nicole11@example.org,001-209-476-9628x71141
395,396,Emily Bailey,30,female,medium,6,0.76,sedentary,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,qhall@example.org,949-909-3748x0130
396,397,Jason Collins,26,male,low,2,1.02,active,gluten-free,celebratory_cakes,unmarried,does_not_have_vehicle,jonrobertson@example.com,563-436-2728x79134
397,398,Krista Taylor,24,male,high,8,6.13,active,non-vegetarian,socializing,married,has_vehicle,jsmith@example.org,611.437.8729
398,399,Lisa Rush,22,other,low,4,0.74,active,gluten-free,foodies,unmarried,has_vehicle,yhendrix@example.com,514-818-2125x0242
399,400,Matthew Park,32,female,low,3,4.75,active,vegan,foodies,unmarried,has_vehicle,martinezbarbara@example.net,522-773-5915x49862
400,401,Dr. Kellie Le,13,male,high,2,0.55,sedentary,vegetarian,socializing,married,does_not_have_vehicle,lisajordan@example.com,(956)441-9185x1231
401,402,Kathleen Simmons,26,male,low,2,1.33,active,vegetarian,foodies,unmarried,has_vehicle,keithbrown@example.com,967.299.4872x5973
402,403,Christopher Brown,24,female,medium,5,9.04,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,jamienelson@example.net,+1-801-734-7769
403,404,Eric Owens,23,female,high,2,0.44,active,non-vegetarian,foodies,unmarried,has_vehicle,robertsmichelle@example.org,690-681-9263
404,405,Ruben Johnson,42,female,medium,4,3.31,sedentary,vegetarian,celebratory_cakes,married,has_vehicle,hallconnie@example.org,443.836.5913x813
405,406,Jacob Bray,31,female,low,5,3.75,health_conscious,vegan,celebratory_cakes,unmarried,has_vehicle,frederick04@example.net,001-779-397-2234
406,407,Wyatt Bauer,38,male,medium,4,1.09,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,ifarmer@example.org,001-229-343-3259x3606
407,408,Heidi Padilla,20,female,medium,1,1.53,health_conscious,non-vegetarian,health_and_nutrition,married,does_not_have_vehicle,tanyagraham@example.net,784.993.3459x644
408,409,Justin Curtis,16,male,low,4,3.82,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,gdavis@example.com,001-295-264-3343x42258
409,410,John Austin,20,female,medium,3,1.8,active,vegetarian,socializing,unmarried,has_vehicle,pholloway@example.org,659-690-7179
410,411,Vicki Gonzalez,13,male,medium,6,1.56,sedentary,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,charles48@example.org,(511)820-3995x593
411,412,Mary Patton,35,male,high,3,3.75,active,vegetarian,foodies,unmarried,has_vehicle,karensmith@example.org,6382888621
412,413,Todd Kidd,12,male,low,2,4.24,active,gluten-free,gourmet_and_baking_enthusiast,unmarried,has_vehicle,jacksontheodore@example.net,+1-498-394-8500x3515
413,414,Veronica Hartman,26,female,medium,6,0.28,active,non-vegetarian,celebratory_cakes,married,has_vehicle,svalenzuela@example.org,+1-771-526-4786x47616
414,415,Christina Garza,18,female,medium,4,1.34,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,rhill@example.com,(535)205-7324x4941
415,416,Colleen Leonard,33,male,medium,5,0.66,active,vegetarian,socializing,unmarried,has_vehicle,simmonsmargaret@example.org,(260)530-4497x49592
416,417,Karen Brennan,17,female,high,5,1.37,sedentary,gluten-free,celebratory_cakes,unmarried,has_vehicle,pflores@example.org,253.791.5337
417,418,Matthew Coleman,23,other,low,3,1.17,active,vegetarian,foodies,married,has_vehicle,mary23@example.com,+1-460-311-6958
418,419,John Reed,24,male,high,4,2.72,sedentary,vegetarian,socializing,unmarried,has_vehicle,walterjones@example.net,765-273-9937x07525
419,420,Robert Rasmussen,25,male,low,8,0.24,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,taylorallen@example.com,(416)840-3639x805
420,421,Jay Ramos,16,female,high,3,1.14,active,vegetarian,socializing,unmarried,has_vehicle,paigemclaughlin@example.com,(732)502-8375
421,422,Jennifer Lee,12,female,high,2,0.71,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,irwinkayla@example.net,725-404-1491x717
422,423,Joseph Brock,11,female,medium,3,4.02,active,vegetarian,foodies,unmarried,has_vehicle,alejandro87@example.org,001-652-978-7254x707
423,424,David Frank,20,male,medium,2,0.04,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,nathanielbaxter@example.org,236-270-5269x347
424,425,Jared Nichols,29,male,low,3,1.28,health_conscious,vegetarian,celebratory_cakes,unmarried,has_vehicle,bakerlinda@example.org,863-242-5301x37172
425,426,Donna Moore,23,male,medium,2,11.27,active,non-vegetarian,celebratory_cakes,married,has_vehicle,xwright@example.com,001-276-855-0033x97443
426,427,Seth Wright,21,female,low,8,0.17,health_conscious,non-vegetarian,socializing,married,has_vehicle,brittany37@example.net,(901)459-2871
427,428,Cindy Miller,36,female,high,4,0.12,health_conscious,gluten-free,health_and_nutrition,married,has_vehicle,janderson@example.net,808.651.5527x251
428,429,Louis Berry,17,male,medium,4,2.32,active,non-vegetarian,celebratory_cakes,married,has_vehicle,anelson@example.org,+1-916-376-6679
429,430,Michael Mcbride,20,female,low,5,0.73,active,vegan,foodies,married,has_vehicle,darren27@example.net,+1-233-263-5913x262
430,431,Audrey Combs,41,male,medium,2,6.53,sedentary,non-vegetarian,foodies,unmarried,has_vehicle,dominiqueshannon@example.net,(275)546-5949
431,432,Christina Phelps,64,female,medium,7,0.37,active,non-vegetarian,foodies,unmarried,has_vehicle,rileyanthony@example.org,425.363.9399
432,433,Tiffany Gutierrez,25,male,high,4,0.91,active,vegan,celebratory_cakes,unmarried,has_vehicle,elizabethkennedy@example.net,+1-377-256-3377x1686
433,434,Nancy Garcia,40,male,medium,4,6.21,active,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,johnathan57@example.net,569.992.6446x052
434,435,Amy Wilson,31,female,medium,2,0.1,active,non-vegetarian,socializing,married,has_vehicle,lcoffey@example.com,726-485-3470x762
435,436,Joseph Hamilton,28,female,low,2,12.79,sedentary,vegan,foodies,unmarried,has_vehicle,smithfrank@example.com,714-554-5691x7388
436,437,Michael Becker,11,female,high,5,2.06,active,non-vegetarian,socializing,married,has_vehicle,tgoodwin@example.net,600-525-5433x80822
437,438,William Gibson,21,female,high,2,2.13,sedentary,vegan,foodies,married,has_vehicle,williamberry@example.net,(419)206-7016x401
438,439,Robert Jimenez,19,male,high,8,0.24,sedentary,gluten-free,celebratory_cakes,unmarried,has_vehicle,harrisjennifer@example.net,717-947-5292
439,440,Laura Gross,16,male,medium,2,0.33,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,gillespieandrew@example.org,(621)253-2633
440,441,Craig Lewis,54,female,low,6,0.01,active,non-vegetarian,socializing,unmarried,has_vehicle,svilla@example.com,653.797.1979x832
441,442,Brent Lee,20,male,medium,5,0.53,sedentary,vegan,health_and_nutrition,unmarried,has_vehicle,melissachandler@example.com,(334)358-4627
442,443,Nicholas Copeland,26,male,medium,6,1.08,sedentary,non-vegetarian,health_and_nutrition,unmarried,does_not_have_vehicle,kcox@example.com,(259)412-8357
443,444,Rebecca Holmes,25,male,medium,1,0.09,active,vegetarian,socializing,married,has_vehicle,robert17@example.net,795-586-3506x651
444,445,Dustin Mcmahon,25,male,low,5,3.47,sedentary,vegan,gourmet_and_baking_enthusiast,unmarried,has_vehicle,stephaniecastro@example.com,+1-381-265-4334x7100
445,446,Theresa Gutierrez,26,male,high,8,8.4,active,non-vegetarian,foodies,unmarried,has_vehicle,sduncan@example.com,893-914-4234
446,447,Victor Davis,26,female,medium,3,0.91,sedentary,non-vegetarian,celebratory_cakes,married,has_vehicle,ibrown@example.net,(673)250-0960x0214
447,448,Terry Hall,31,female,high,3,1.74,active,non-vegetarian,foodies,unmarried,has_vehicle,ncantu@example.com,(996)425-6824
448,449,Joseph Jones,38,female,medium,3,2.99,health_conscious,non-vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,qallen@example.com,001-408-705-2330x9285
449,450,Emily Guzman,30,male,medium,7,2.08,sedentary,vegetarian,health_and_nutrition,married,has_vehicle,gabrielfrazier@example.org,001-569-399-8308x3076
450,451,Ruth Lee,21,female,high,5,1.95,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,laura75@example.net,396.385.4743
451,452,Mark Carpenter,29,female,medium,4,0.86,active,non-vegetarian,foodies,unmarried,does_not_have_vehicle,smithnatalie@example.net,207.677.2569
452,453,Valerie Grant,25,female,medium,1,2.93,sedentary,non-vegetarian,foodies,unmarried,has_vehicle,yodermorgan@example.net,(442)704-1145
453,454,Susan Hurst,18,female,medium,3,1.46,active,non-vegetarian,health_and_nutrition,married,has_vehicle,uwalters@example.net,(521)479-8514x5158
454,455,Laura Armstrong,30,female,medium,0,1.79,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,daniel26@example.com,859-868-0418x3962
455,456,Danielle Stein,16,male,high,3,0.48,sedentary,non-vegetarian,celebratory_cakes,married,has_vehicle,wandrews@example.com,492-480-6248x375
456,457,Stephen Spence,17,male,medium,5,0.1,sedentary,vegetarian,socializing,unmarried,has_vehicle,wilkinslinda@example.net,(271)882-6165x8128
457,458,Wanda Woods,26,female,low,5,0.08,active,vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,iwilson@example.net,538.702.2970x899
458,459,Diane Martinez,25,male,high,2,0.45,active,non-vegetarian,foodies,married,does_not_have_vehicle,ramirezmichael@example.org,001-709-978-8437x76679
459,460,Taylor Mejia,19,male,low,4,0.48,active,non-vegetarian,celebratory_cakes,unmarried,has_vehicle,butlercarmen@example.com,001-847-350-3793x6294
460,461,Angela Reed,15,male,low,8,4.86,active,vegetarian,foodies,unmarried,has_vehicle,stewartkevin@example.net,001-456-693-4235x33996
461,462,Timothy Bridges,33,male,high,4,0.77,active,gluten-free,celebratory_cakes,married,does_not_have_vehicle,rogersdavid@example.org,4138510918
462,463,Erica Parker,14,male,medium,4,0.76,active,vegetarian,socializing,unmarried,has_vehicle,amandasingh@example.net,370-363-9747x82584
463,464,Angel Cole,28,male,medium,3,3.14,active,vegan,socializing,unmarried,has_vehicle,uperez@example.net,+1-835-940-0071x93203
464,465,Angela Smith,30,male,low,6,4.73,active,vegan,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,wadediane@example.org,825-490-3448
465,466,Amanda Wallace,27,male,medium,7,0.34,sedentary,vegetarian,celebratory_cakes,unmarried,has_vehicle,hcochran@example.org,646-728-4105x0152
466,467,Daniel Cole,12,male,medium,6,1.32,active,non-vegetarian,celebratory_cakes,married,has_vehicle,michaelgarza@example.net,+1-909-802-7772x7187
467,468,Adam Thompson,21,male,high,5,1.71,active,vegan,socializing,unmarried,has_vehicle,michelle63@example.org,620.583.7188
468,469,Dr. John Patterson,15,female,low,5,5.44,sedentary,gluten-free,celebratory_cakes,unmarried,has_vehicle,melissasmith@example.org,757-270-6529
469,470,David Rodriguez,30,male,high,1,0.46,sedentary,non-vegetarian,celebratory_cakes,married,has_vehicle,juarezjoseph@example.org,001-784-677-8307x25489
470,471,Shelby Gardner,18,female,low,5,1.07,active,vegan,foodies,married,has_vehicle,jamesrobinson@example.org,+1-353-648-0319x974
471,472,Kristin Payne,38,female,medium,7,0.37,active,vegan,gourmet_and_baking_enthusiast,married,has_vehicle,svalenzuela@example.com,+1-309-511-0823x16810
472,473,Vanessa Young,12,female,high,3,0.67,sedentary,non-vegetarian,gourmet_and_baking_enthusiast,married,has_vehicle,mkrueger@example.org,282-976-3521x452
473,474,Janet Smith,22,male,high,3,0.78,active,non-vegetarian,socializing,unmarried,has_vehicle,markbarber@example.com,(947)736-5672x0370
474,475,Jason Becker,34,male,high,6,2.13,active,non-vegetarian,socializing,married,has_vehicle,michael23@example.org,8018542000
475,476,Stephen Bright,32,male,medium,4,0.48,active,non-vegetarian,foodies,married,has_vehicle,annaramos@example.net,475.629.1865
476,477,Angela Jenkins,26,male,low,2,0.39,sedentary,vegetarian,socializing,married,does_not_have_vehicle,jonesgregory@example.net,909.420.9526x734
477,478,Keith Bautista,26,female,low,5,5.73,active,vegetarian,gourmet_and_baking_enthusiast,married,does_not_have_vehicle,browncindy@example.net,232.895.2372
478,479,Rachel Baker,69,male,medium,2,0.9,active,non-vegetarian,health_and_nutrition,married,has_vehicle,robinsonashley@example.org,(811)806-6895
479,480,Natalie Johnston,35,male,low,5,6.76,active,vegetarian,celebratory_cakes,unmarried,has_vehicle,marquezroger@example.com,+1-218-262-2116x92492
480,481,Brooke Sullivan,41,female,low,4,5.42,sedentary,vegan,celebratory_cakes,unmarried,has_vehicle,burnettangela@example.com,001-745-280-7022x08666
481,482,Teresa Taylor,26,female,high,5,1.39,active,vegetarian,foodies,married,has_vehicle,kathrynhoffman@example.org,498.679.9554x55402
482,483,Elizabeth Clark,30,male,high,5,0.31,active,non-vegetarian,socializing,unmarried,has_vehicle,aingram@example.com,(713)857-2144
483,484,Carmen Simpson,14,male,medium,3,6.58,active,vegan,foodies,unmarried,does_not_have_vehicle,benjamin46@example.com,(963)241-7145x66939
484,485,Ashley Watson,18,female,medium,5,1.13,sedentary,non-vegetarian,socializing,unmarried,does_not_have_vehicle,trivera@example.org,850.575.1821
485,486,Krista Fuller,66,male,high,4,1.03,active,vegetarian,socializing,unmarried,does_not_have_vehicle,ejennings@example.com,590.735.0135x3043
486,487,James Fernandez,15,male,low,2,1.19,active,vegetarian,foodies,unmarried,has_vehicle,ashlee58@example.net,797-855-4434x37353
487,488,Sarah Lopez,23,male,medium,5,1.57,sedentary,gluten-free,gourmet_and_baking_enthusiast,unmarried,does_not_have_vehicle,nicolesingleton@example.net,366-306-2206x7785
488,489,Peter Malone,32,male,high,2,1.09,active,vegan,health_and_nutrition,unmarried,has_vehicle,wardmicheal@example.net,291.621.4049x34299
489,490,Tonya Vargas,21,male,high,3,0.0,active,non-vegetarian,celebratory_cakes,married,has_vehicle,patrickmartinez@example.net,2715934861
490,491,Connie Davis,33,female,high,4,1.62,active,vegetarian,foodies,married,has_vehicle,cliffordbowman@example.net,001-586-423-5781x796
491,492,Anthony Taylor,16,female,medium,5,1.81,active,vegetarian,socializing,unmarried,does_not_have_vehicle,matthewscott@example.net,780.786.4986
492,493,James Anderson,43,male,medium,6,0.2,sedentary,vegetarian,foodies,married,does_not_have_vehicle,zpage@example.com,001-316-207-4625x63475
493,494,Ariel Sullivan MD,32,male,medium,8,0.48,sedentary,non-vegetarian,celebratory_cakes,married,has_vehicle,gregory63@example.net,001-779-994-8483x82573
494,495,Shelley Thomas,20,male,medium,5,1.08,health_conscious,non-vegetarian,foodies,unmarried,has_vehicle,ymorton@example.net,689.667.4986x9131
495,496,Joseph Robles DDS,15,male,high,9,1.09,active,vegan,gourmet_and_baking_enthusiast,unmarried,has_vehicle,leebrian@example.net,(842)432-7341
496,497,Jennifer Martinez,24,male,medium,3,4.11,sedentary,non-vegetarian,gourmet_and_baking_enthusiast,unmarried,has_vehicle,stephaniegraves@example.org,357.490.2153x55166
497,498,Whitney Rodriguez,58,female,medium,4,2.33,active,non-vegetarian,foodies,unmarried,has_vehicle,jeffrey81@example.com,+1-568-774-7970
498,499,Mark Stark,36,female,high,2,0.34,active,vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,mcguireapril@example.com,+1-476-491-2096x404
499,500,Sara Vasquez,51,male,low,4,0.66,active,vegan,celebratory_cakes,unmarried,has_vehicle,melindagutierrez@example.org,001-498-348-1265x636
500,501,Billy Johnson,29,female,low,9,4.33,active,vegetarian,foodies,married,has_vehicle,michael40@example.org,622-982-5441
501,502,Roberto Crosby,45,other,medium,5,3.68,active,vegan,health_and_nutrition,married,has_vehicle,navarromisty@example.org,001-828-753-4330x93494
502,503,Denise Rodriguez,16,male,medium,2,3.63,active,non-vegetarian,celebratory_cakes,unmarried,does_not_have_vehicle,zandrews@example.net,(614)303-2440
503,504,Trevor Madden,30,male,low,1,0.14,sedentary,non-vegetarian,foodies,married,has_vehicle,vgriffith@example.com,001-454-880-3797x15680
504,505,Timothy Mahoney,44,female,low,3,2.09,active,vegetarian,celebratory_cakes,married,has_vehicle,jacksonmichael@example.org,513-615-4127
505,506,Tyler Johnson,28,female,medium,6,3.16,active,vegetarian,celebratory_cakes,married,has_vehicle,mary96@example.com,224-614-2739x3582
506,507,Wayne Robles,18,female,medium,2,0.17,active,vegan,socializing,unmarried,has_vehicle,matthew15@example.com,561-473-9367
507,508,Deborah Rivers,20,female,medium,5,0.89,active,vegetarian,foodies,married,has_vehicle,vlloyd@example.net,843.478.4753x55625
508,509,Natalie Jones,22,female,medium,3,2.93,active,non-vegetarian,health_and_nutrition,married,has_vehicle,ucrosby@example.net,+1-665-755-7797x547
